Label,statement,subjects,speaker_name,speaker_job,speaker_state,speaker_affiliation,statement_context
false,We now have driven (health care) costs down to the lowest theyve been in 50 years.,health-care,hillary-clinton,Presidential candidate,New York,democrat,comments during the South Carolina Democratic presidential debate
half-true,44% of homeless people are employed.,housing$poverty$workers,facebook-posts,Social media posting,,none,a meme on social media
true,The United States is the oldest democracy in the world.,history,paul-ryan,U.S. Representative,Wisconsin,republican,a TV interview
false,"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced rapid and dramatic economic recoveries, while two, Herbert Hoover and Barack Obama, did the opposite.",economy$federal-budget$history$taxes,tom-mcclintock,U.S. House of Representatives,California,republican,a speech on the House floor
true,Says 88 Texas constables have died in the line of duty.,crime$criminal-justice$history$public-safety$public-service,bruce-elfant,"Constable, Travis County, Precinct 5",Texas,democrat,a press statement.
half-true,The $18.8 billion in funding for K-12 education funding is the highest in Florida history and includes a record $10.6 billion in state funds.,education,rick-scott,Governor,Florida,republican,a press release about his education budget proposal
half-true,It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.,health-care$public-health,richard-besser,ABC News' Chief Health and Medical Editor. ,,none,comments on ABC's This Week
false,"Says high-speed rail would have created 60,000 jobs.",debates$message-machine-2014$stimulus$transportation,charlie-crist,,Florida,democrat,a debate
mostly-true,"Says Connie Mack IV has been a promoter for Hooters with a history of bar room brawling, altercations and road rage.",candidates-biography$10-news-tampa-bay,bill-nelson,,Florida,democrat,a TV ad
false,"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",education$immigration,jorge-elorza,Law professor,Rhode Island,democrat,a TV interview
mostly-true,We have the second highest corporate tax rate among our trading partners.,corporations$deficit$economy$jobs$taxes,rob-portman,U.S. senator from Ohio,Ohio,republican,a Joint Select Committee on Deficit Reduction hearing
mostly-true,Americans havent had a raise in 15 years.,income,hillary-clinton,Presidential candidate,New York,democrat,a Hillary for America ad
extremely-false,New Virginia regulations on abortion clinics provide the same sanitary environment we expect of dental offices.,abortion$public-health$market-regulation,susan-b-anthony-list,,,republican,a radio ad.
mostly-true,Says Donald Trump once suggested that he would try to negotiate down the national debt.,candidates-biography$debt$deficit$economy$federal-budget,hillary-clinton,Presidential candidate,New York,democrat,a Presidential debate
half-true,"Gov. Chris Christie caused a 4.1 percent increase in property taxes in 2010, marking the highest increase since 2007.",taxes,new-jersey-assembly-democrats,,New Jersey,democrat,a press release
barely-true,"Barack Obama wants the government to take over health care, spend hundreds of billions of dollars of new money for health insurance for everyone.",health-care,mitt-romney,Former governor,Massachusetts,republican,"a debate in Manchester, N.H."
half-true,Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly.,federal-budget$government-efficiency,judson-phillips,,,none,a Washington Post opinion piece
mostly-true,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,candidates-biography$crime$homeland-security$public-safety$state-budget$state-finances,todd-staples,state agriculture commissioner,Texas,republican,"the Texas Debate hosted by KERA-TV, Channel 13, in Dallas"
half-true,The 2005 round of military base closings has not yet resulted in savings.,federal-budget$military,rob-wittman,Congressman,Virginia,republican,a news release.
true,Says wrestling was a favorite sport of Abraham Lincoln.,history$sports,donald-rumsfeld,Former defense secretary,,republican,an op-ed in the Washington Post
half-true,Says President Barack Obama did not come into office with the economy in a free fall.,economy,ron-johnson,,Wisconsin,republican,a television interview
barely-true,Proof of citizenship isnt necessary before you register to vote in Florida.,elections$immigration$redistricting,alan-hays,state senator,Florida,republican,a Senate committee meeting
false,My position hasnt changed on using executive authority to address immigration issues.,immigration$legal-issues,barack-obama,President,Illinois,democrat,a press conference in Australia.
extremely-false,Documents released from the Soviet Union show the Soviet Union started treating President Ronald Reagan more seriously after Reagan fired the air traffic controllers.,foreign-policy$history$labor$transportation$unions,scott-walker,Milwaukee County Executive,Wisconsin,republican,an interview
false,Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,health-care$voting-record,ohio-alliance-retired-americans,,Ohio,none,a news release
barely-true,"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney.",health-care,rick-perry,Governor,Texas,republican,a Republican presidential debate
mostly-true,Says Donald Trump wants to deport our Dreamers.,immigration,priorities-usa-action,,,democrat,a TV ad
false,The state constitution clearly says theres not to be a state income tax in Tennessee.,legal-issues$taxes,gerald-mccormick,House Majority Leader,Tennessee,republican,House floor debate over amending the state constitution to prohibit an income tax.
mostly-true,"In last weeks debate, Bernie questioned Hillarys commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.",campaign-finance$energy$environment,robby-mook,Campaign manager for Hillary Clinton,New York,democrat,a Medium post
mostly-true,Says MarcoRubio voted to slash school funding by billions of dollars and would eliminate the Department of Education.,education,afscme-people,,,none,a TV ad
half-true,Says Barack Obama and Hillary Clinton are responsible for leading America into a deal that will arm Iran.,homeland-security$israel$nuclear$terrorism,richard-burr,U.S. Senator,North Carolina,republican,a press release
half-true,Says three Ukrainians recently captured on a West Texas ranch are among individuals from countries that have strong terrorist ties being apprehended near the states border with Mexico.,corrections-and-updates$crime$criminal-justice$foreign-policy$homeland-security$immigration,rick-perry,Governor,Texas,republican,an interview with Sean Hannity of Fox News
half-true,Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!,city-government$crime,broward-county-police-benevolent-association,,Florida,none,a billboard
false,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,ethics,mike-pence,Governor,Indiana,republican,an interview on NBC's Meet the Press
extremely-false,Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.,jobs,florida-democratic-party,,Florida,democrat,a memo 'pre-butting' the State of the State address
extremely-false,AIDS was transmitted to humans because one guy had sex with a monkey and then started having sex with men.,education$gays-and-lesbians$health-care$history$public-health$sexuality,stacey-campfield,State Senator,Tennessee,republican,an interview with Michelangelo Signorile on the Sirius satellite radio show “OutQ.”
mostly-true,Female buffalo lead the herd.,animals$candidates-biography,hugh-fitzsimons,Rancher,Texas,democrat,a blog post on campaign website
true,"In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.",education$immigration,republican-party-florida,,,republican,an email 
extremely-false,Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,health-care,bill-batchelder,State representative,Ohio,republican,a speech in the Ohio House of Representatives
